ubica_geo,entidad,desc_ent,municipio,desc_mun,key
20244,20,Oaxaca,244,San Martin Toxpalan,San Martin Toxpalan-Oaxaca
20247,20,Oaxaca,247,Capulalpam De Mendez,Capulalpam De Mendez-Oaxaca
20248,20,Oaxaca,248,San Mateo Del Mar,San Mateo Del Mar-Oaxaca
20278,20,Oaxaca,278,San Miguel Soyaltepec,San Miguel Soyaltepec-Oaxaca
20284,20,Oaxaca,284,San Miguel Tilquiapam,San Miguel Tilquiapam-Oaxaca
20286,20,Oaxaca,286,San Miguel Tlacotepec,San Miguel Tlacotepec-Oaxaca
20293,20,Oaxaca,293,San Pablo Etla,San Pablo Etla-Oaxaca
20298,20,Oaxaca,298,San Pablo Villa De Mitla,San Pablo Villa De Mitla-Oaxaca
20313,20,Oaxaca,313,San Pedro Jocotipac,San Pedro Jocotipac-Oaxaca
20318,20,Oaxaca,318,San Pedro Mixtepec,San Pedro Mixtepec-Oaxaca
20325,20,Oaxaca,325,San Pedro Quiatoni,San Pedro Quiatoni-Oaxaca
20326,20,Oaxaca,326,San Pedro Sochiapam,San Pedro Sochiapam-Oaxaca
20330,20,Oaxaca,330,San Pedro Teutila,San Pedro Teutila-Oaxaca
20334,20,Oaxaca,334,Villa De Tututepec,Villa De Tututepec-Oaxaca
20350,20,Oaxaca,350,San Sebastian Tutla,San Sebastian Tutla-Oaxaca
20367,20,Oaxaca,367,Santa Catarina Mechoacan,Santa Catarina Mechoacan-Oaxaca
20375,20,Oaxaca,375,Santa Cruz Amilpas,Santa Cruz Amilpas-Oaxaca
20377,20,Oaxaca,377,Santa Cruz Itundujia,Santa Cruz Itundujia-Oaxaca
20379,20,Oaxaca,379,Santa Cruz Nundaco,Santa Cruz Nundaco-Oaxaca
20385,20,Oaxaca,385,Santa Cruz Xoxocotlan,Santa Cruz Xoxocotlan-Oaxaca
20390,20,Oaxaca,390,Santa Lucia Del Camino,Santa Lucia Del Camino-Oaxaca
20397,20,Oaxaca,397,Heroica Ciudad De Tlaxiaco,Heroica Ciudad De Tlaxiaco-Oaxaca
20399,20,Oaxaca,399,Santa Maria Atzompa,Santa Maria Atzompa-Oaxaca
20403,20,Oaxaca,403,Santa Maria Coyotepec,Santa Maria Coyotepec-Oaxaca
20406,20,Oaxaca,406,Santa Maria Chilchotla,Santa Maria Chilchotla-Oaxaca
20409,20,Oaxaca,409,Santa Maria Del Tule,Santa Maria Del Tule-Oaxaca
20412,20,Oaxaca,412,Santa Maria Guienagati,Santa Maria Guienagati-Oaxaca
20417,20,Oaxaca,417,Santa Maria Jacatepec,Santa Maria Jacatepec-Oaxaca
20427,20,Oaxaca,427,Santa Maria Petapa,Santa Maria Petapa-Oaxaca
20428,20,Oaxaca,428,Santa Maria Quiegolani,Santa Maria Quiegolani-Oaxaca
20434,20,Oaxaca,434,Santa Maria Teopoxco,Santa Maria Teopoxco-Oaxaca
20439,20,Oaxaca,439,Santa Maria Tonameca,Santa Maria Tonameca-Oaxaca
20458,20,Oaxaca,458,Santiago Comaltepec,Santiago Comaltepec-Oaxaca
20462,20,Oaxaca,462,Santiago Huajolotitlan,Santiago Huajolotitlan-Oaxaca
20466,20,Oaxaca,466,Santiago Ixtayutla,Santiago Ixtayutla-Oaxaca
20468,20,Oaxaca,468,Santiago Jocotepec,Santiago Jocotepec-Oaxaca
20469,20,Oaxaca,469,Santiago Juxtlahuaca,Santiago Juxtlahuaca-Oaxaca
20478,20,Oaxaca,478,Santiago Nacaltepec,Santiago Nacaltepec-Oaxaca
20482,20,Oaxaca,482,Santiago Pinotepa Nacional,Santiago Pinotepa Nacional-Oaxaca
20489,20,Oaxaca,489,Santiago Tetepec,Santiago Tetepec-Oaxaca
20502,20,Oaxaca,502,Santiago Zacatepec,Santiago Zacatepec-Oaxaca
20515,20,Oaxaca,515,Santo Domingo Tehuantepec,Santo Domingo Tehuantepec-Oaxaca
20516,20,Oaxaca,516,Santo Domingo Teojomulco,Santo Domingo Teojomulco-Oaxaca
20517,20,Oaxaca,517,Santo Domingo Tepuxtepec,Santo Domingo Tepuxtepec-Oaxaca
20519,20,Oaxaca,519,Santo Domingo Tomaltepec,Santo Domingo Tomaltepec-Oaxaca
20527,20,Oaxaca,527,Santos Reyes Papalo,Santos Reyes Papalo-Oaxaca
20539,20,Oaxaca,539,Soledad Etla,Soledad Etla-Oaxaca
20540,20,Oaxaca,540,Villa De Tamazulapam Del Progreso,Villa De Tamazulapam Del Progreso-Oaxaca
20545,20,Oaxaca,545,Teotitlan De Flores Magon,Teotitlan De Flores Magon-Oaxaca
20549,20,Oaxaca,549,"""Heroica Villa Tezoatlan De Segura Y Luna, Cuna De","""Heroica Villa Tezoatlan De Segura Y Luna, Cuna De-Oaxaca"
20551,20,Oaxaca,551,Tlacolula De Matamoros,Tlacolula De Matamoros-Oaxaca
20553,20,Oaxaca,553,Tlalixtac De Cabrera,Tlalixtac De Cabrera-Oaxaca
20565,20,Oaxaca,565,Villa De Zaachila,Villa De Zaachila-Oaxaca
20567,20,Oaxaca,567,Zapotitlan Lagunas,Zapotitlan Lagunas-Oaxaca
20570,20,Oaxaca,570,Zimatlan De Alvarez,Zimatlan De Alvarez-Oaxaca
21001,21,Puebla,1,Acajete,Acajete-Puebla
21006,21,Puebla,6,Ahuacatlan,Ahuacatlan-Puebla
21010,21,Puebla,10,Ajalpan,Ajalpan-Puebla
21015,21,Puebla,15,Amozoc,Amozoc-Puebla
21019,21,Puebla,19,Atlixco,Atlixco-Puebla
21026,21,Puebla,26,Calpan,Calpan-Puebla
21034,21,Puebla,34,Coronango,Coronango-Puebla
21041,21,Puebla,41,Cuautlancingo,Cuautlancingo-Puebla
21043,21,Puebla,43,Cuetzalan Del Progreso,Cuetzalan Del Progreso-Puebla
21044,21,Puebla,44,Cuyoaco,Cuyoaco-Puebla
21045,21,Puebla,45,Chalchicomula De Sesma,Chalchicomula De Sesma-Puebla
21047,21,Puebla,47,Chiautla,Chiautla-Puebla
21053,21,Puebla,53,Chignahuapan,Chignahuapan-Puebla
21066,21,Puebla,66,Guadalupe,Guadalupe-Puebla
21071,21,Puebla,71,Huauchinango,Huauchinango-Puebla
21072,21,Puebla,72,Huehuetla,Huehuetla-Puebla
21073,21,Puebla,73,Huehuetlan El Chico,Huehuetlan El Chico-Puebla
21074,21,Puebla,74,Huejotzingo,Huejotzingo-Puebla
21083,21,Puebla,83,Ixtacamaxtitlan,Ixtacamaxtitlan-Puebla
21085,21,Puebla,85,Izucar De Matamoros,Izucar De Matamoros-Puebla
21086,21,Puebla,86,Jalpan,Jalpan-Puebla
21091,21,Puebla,91,Juan Galindo,Juan Galindo-Puebla
21093,21,Puebla,93,Lafragua,Lafragua-Puebla
21094,21,Puebla,94,Libres,Libres-Puebla
21099,21,Puebla,99,Cañada Morelos,Cañada Morelos-Puebla
21104,21,Puebla,104,Nopalucan,Nopalucan-Puebla
21106,21,Puebla,106,Ocoyucan,Ocoyucan-Puebla
21110,21,Puebla,110,Palmar De Bravo,Palmar De Bravo-Puebla
21114,21,Puebla,114,Puebla,Puebla-Puebla
21115,21,Puebla,115,Quecholac,Quecholac-Puebla
21118,21,Puebla,118,Los Reyes De Juarez,Los Reyes De Juarez-Puebla
21119,21,Puebla,119,San Andres Cholula,San Andres Cholula-Puebla
21125,21,Puebla,125,San Gregorio Atzompa,San Gregorio Atzompa-Puebla
21129,21,Puebla,129,San Jose Miahuatlan,San Jose Miahuatlan-Puebla
21132,21,Puebla,132,San Martin Texmelucan,San Martin Texmelucan-Puebla
21138,21,Puebla,138,San Nicolas De Los Ranchos,San Nicolas De Los Ranchos-Puebla
21140,21,Puebla,140,San Pedro Cholula,San Pedro Cholula-Puebla
21145,21,Puebla,145,San Sebastian Tlacotepec,San Sebastian Tlacotepec-Puebla
21153,21,Puebla,153,Tecali De Herrera,Tecali De Herrera-Puebla
21154,21,Puebla,154,Tecamachalco,Tecamachalco-Puebla
21155,21,Puebla,155,Tecomatlan,Tecomatlan-Puebla
21156,21,Puebla,156,Tehuacan,Tehuacan-Puebla
21162,21,Puebla,162,Tepango De Rodriguez,Tepango De Rodriguez-Puebla
21169,21,Puebla,169,Tepexi De Rodriguez,Tepexi De Rodriguez-Puebla
21174,21,Puebla,174,Teziutlan,Teziutlan-Puebla
21179,21,Puebla,179,Tlachichuca,Tlachichuca-Puebla
21180,21,Puebla,180,Tlahuapan,Tlahuapan-Puebla
21183,21,Puebla,183,Tlaola,Tlaola-Puebla
21184,21,Puebla,184,Tlapacoya,Tlapacoya-Puebla
21194,21,Puebla,194,Venustiano Carranza,Venustiano Carranza-Puebla
21197,21,Puebla,197,Xicotepec,Xicotepec-Puebla
21200,21,Puebla,200,Xochiapulco,Xochiapulco-Puebla
21207,21,Puebla,207,Zacapoaxtla,Zacapoaxtla-Puebla
21208,21,Puebla,208,Zacatlan,Zacatlan-Puebla
22001,22,Queretaro,1,Amealco De Bonfil,Amealco De Bonfil-Queretaro
22002,22,Queretaro,2,Pinal De Amoles,Pinal De Amoles-Queretaro
22003,22,Queretaro,3,Arroyo Seco,Arroyo Seco-Queretaro
22004,22,Queretaro,4,Cadereyta De Montes,Cadereyta De Montes-Queretaro
22005,22,Queretaro,5,Colon,Colon-Queretaro
22006,22,Queretaro,6,Corregidora,Corregidora-Queretaro
22007,22,Queretaro,7,Ezequiel Montes,Ezequiel Montes-Queretaro
22008,22,Queretaro,8,Huimilpan,Huimilpan-Queretaro
22009,22,Queretaro,9,Jalpan De Serra,Jalpan De Serra-Queretaro
22010,22,Queretaro,10,Landa De Matamoros,Landa De Matamoros-Queretaro
22011,22,Queretaro,11,El Marques,El Marques-Queretaro
22012,22,Queretaro,12,Pedro Escobedo,Pedro Escobedo-Queretaro
22013,22,Queretaro,13,Peñamiller,Peñamiller-Queretaro
22014,22,Queretaro,14,Queretaro,Queretaro-Queretaro
22015,22,Queretaro,15,San Joaquin,San Joaquin-Queretaro
22016,22,Queretaro,16,San Juan Del Rio,San Juan Del Rio-Queretaro
22017,22,Queretaro,17,Tequisquiapan,Tequisquiapan-Queretaro
22018,22,Queretaro,18,Toliman,Toliman-Queretaro
23001,23,Quintana Roo,1,Cozumel,Cozumel-Quintana Roo
23002,23,Quintana Roo,2,Felipe Carrillo Puerto,Felipe Carrillo Puerto-Quintana Roo
23003,23,Quintana Roo,3,Isla Mujeres,Isla Mujeres-Quintana Roo
23004,23,Quintana Roo,4,Othon P. Blanco,Othon P. Blanco-Quintana Roo
23005,23,Quintana Roo,5,Benito Juarez,Benito Juarez-Quintana Roo
23006,23,Quintana Roo,6,Jose Maria Morelos,Jose Maria Morelos-Quintana Roo
23007,23,Quintana Roo,7,Lazaro Cardenas,Lazaro Cardenas-Quintana Roo
23008,23,Quintana Roo,8,Solidaridad,Solidaridad-Quintana Roo
23009,23,Quintana Roo,9,Tulum,Tulum-Quintana Roo
23010,23,Quintana Roo,10,Bacalar,Bacalar-Quintana Roo
24001,24,San Luis Potosi,1,Ahualulco,Ahualulco-San Luis Potosi
24003,24,San Luis Potosi,3,Aquismon,Aquismon-San Luis Potosi
24009,24,San Luis Potosi,9,Cerro De San Pedro,Cerro De San Pedro-San Luis Potosi
24010,24,San Luis Potosi,10,Ciudad Del Maiz,Ciudad Del Maiz-San Luis Potosi
24011,24,San Luis Potosi,11,Ciudad Fernandez,Ciudad Fernandez-San Luis Potosi
24012,24,San Luis Potosi,12,Tancanhuitz,Tancanhuitz-San Luis Potosi
24013,24,San Luis Potosi,13,Ciudad Valles,Ciudad Valles-San Luis Potosi
24015,24,San Luis Potosi,15,Charcas,Charcas-San Luis Potosi
24016,24,San Luis Potosi,16,Ebano,Ebano-San Luis Potosi
24017,24,San Luis Potosi,17,Guadalcazar,Guadalcazar-San Luis Potosi
24018,24,San Luis Potosi,18,Huehuetlan,Huehuetlan-San Luis Potosi
24020,24,San Luis Potosi,20,Matehuala,Matehuala-San Luis Potosi
24021,24,San Luis Potosi,21,Mexquitic De Carmona,Mexquitic De Carmona-San Luis Potosi
24022,24,San Luis Potosi,22,Moctezuma,Moctezuma-San Luis Potosi
24023,24,San Luis Potosi,23,Rayon,Rayon-San Luis Potosi
24024,24,San Luis Potosi,24,Rioverde,Rioverde-San Luis Potosi
24027,24,San Luis Potosi,27,San Ciro De Acosta,San Ciro De Acosta-San Luis Potosi
24028,24,San Luis Potosi,28,San Luis Potosi,San Luis Potosi-San Luis Potosi
24029,24,San Luis Potosi,29,San Martin Chalchicuautla,San Martin Chalchicuautla-San Luis Potosi
24030,24,San Luis Potosi,30,San Nicolas Tolentino,San Nicolas Tolentino-San Luis Potosi
24032,24,San Luis Potosi,32,Santa Maria Del Rio,Santa Maria Del Rio-San Luis Potosi
24035,24,San Luis Potosi,35,Soledad De Graciano Sanchez,Soledad De Graciano Sanchez-San Luis Potosi
24036,24,San Luis Potosi,36,Tamasopo,Tamasopo-San Luis Potosi
24037,24,San Luis Potosi,37,Tamazunchale,Tamazunchale-San Luis Potosi
24038,24,San Luis Potosi,38,Tampacan,Tampacan-San Luis Potosi
24039,24,San Luis Potosi,39,Tampamolon Corona,Tampamolon Corona-San Luis Potosi
24040,24,San Luis Potosi,40,Tamuin,Tamuin-San Luis Potosi
24041,24,San Luis Potosi,41,Tanlajas,Tanlajas-San Luis Potosi
24046,24,San Luis Potosi,46,Villa De Arriaga,Villa De Arriaga-San Luis Potosi
24047,24,San Luis Potosi,47,Villa De Guadalupe,Villa De Guadalupe-San Luis Potosi
24049,24,San Luis Potosi,49,Villa De Ramos,Villa De Ramos-San Luis Potosi
24050,24,San Luis Potosi,50,Villa De Reyes,Villa De Reyes-San Luis Potosi
24052,24,San Luis Potosi,52,Villa Juarez,Villa Juarez-San Luis Potosi
24053,24,San Luis Potosi,53,Axtla De Terrazas,Axtla De Terrazas-San Luis Potosi
24054,24,San Luis Potosi,54,Xilitla,Xilitla-San Luis Potosi
24056,24,San Luis Potosi,56,Villa De Arista,Villa De Arista-San Luis Potosi
24057,24,San Luis Potosi,57,Matlapa,Matlapa-San Luis Potosi
25001,25,Sinaloa,1,Ahome,Ahome-Sinaloa
25002,25,Sinaloa,2,Angostura,Angostura-Sinaloa
25004,25,Sinaloa,4,Concordia,Concordia-Sinaloa
25005,25,Sinaloa,5,Cosala,Cosala-Sinaloa
25006,25,Sinaloa,6,Culiacan,Culiacan-Sinaloa
25007,25,Sinaloa,7,Choix,Choix-Sinaloa
25008,25,Sinaloa,8,Elota,Elota-Sinaloa
25009,25,Sinaloa,9,Escuinapa,Escuinapa-Sinaloa
25010,25,Sinaloa,10,El Fuerte,El Fuerte-Sinaloa
25011,25,Sinaloa,11,Guasave,Guasave-Sinaloa
25012,25,Sinaloa,12,Mazatlan,Mazatlan-Sinaloa
25013,25,Sinaloa,13,Mocorito,Mocorito-Sinaloa
25014,25,Sinaloa,14,Rosario,Rosario-Sinaloa
25015,25,Sinaloa,15,Salvador Alvarado,Salvador Alvarado-Sinaloa
25016,25,Sinaloa,16,San Ignacio,San Ignacio-Sinaloa
25017,25,Sinaloa,17,Sinaloa,Sinaloa-Sinaloa
25018,25,Sinaloa,18,Navolato,Navolato-Sinaloa
26002,26,Sonora,2,Agua Prieta,Agua Prieta-Sonora
26003,26,Sonora,3,Alamos,Alamos-Sonora
26006,26,Sonora,6,Arizpe,Arizpe-Sonora
26007,26,Sonora,7,Atil,Atil-Sonora
26012,26,Sonora,12,Bacum,Bacum-Sonora
26014,26,Sonora,14,Baviacora,Baviacora-Sonora
26017,26,Sonora,17,Caborca,Caborca-Sonora
26018,26,Sonora,18,Cajeme,Cajeme-Sonora
26019,26,Sonora,19,Cananea,Cananea-Sonora
26025,26,Sonora,25,Empalme,Empalme-Sonora
26026,26,Sonora,26,Etchojoa,Etchojoa-Sonora
26027,26,Sonora,27,Fronteras,Fronteras-Sonora
26029,26,Sonora,29,Guaymas,Guaymas-Sonora
26030,26,Sonora,30,Hermosillo,Hermosillo-Sonora
26033,26,Sonora,33,Huatabampo,Huatabampo-Sonora
26036,26,Sonora,36,Magdalena,Magdalena-Sonora
26040,26,Sonora,40,Nacori Chico,Nacori Chico-Sonora
26042,26,Sonora,42,Navojoa,Navojoa-Sonora
26043,26,Sonora,43,Nogales,Nogales-Sonora
26048,26,Sonora,48,Puerto Peñasco,Puerto Peñasco-Sonora
26049,26,Sonora,49,Quiriego,Quiriego-Sonora
26052,26,Sonora,52,Sahuaripa,Sahuaripa-Sonora
26055,26,Sonora,55,San Luis Rio Colorado,San Luis Rio Colorado-Sonora
26057,26,Sonora,57,San Pedro De La Cueva,San Pedro De La Cueva-Sonora
26058,26,Sonora,58,Santa Ana,Santa Ana-Sonora
26062,26,Sonora,62,Suaqui Grande,Suaqui Grande-Sonora
26067,26,Sonora,67,Villa Hidalgo,Villa Hidalgo-Sonora
26070,26,Sonora,70,General Plutarco Elias Calles,General Plutarco Elias Calles-Sonora
26071,26,Sonora,71,Benito Juarez,Benito Juarez-Sonora
27001,27,Tabasco,1,Balancan,Balancan-Tabasco
27002,27,Tabasco,2,Cardenas,Cardenas-Tabasco
27003,27,Tabasco,3,Centla,Centla-Tabasco
27004,27,Tabasco,4,Centro,Centro-Tabasco
27005,27,Tabasco,5,Comalcalco,Comalcalco-Tabasco
27006,27,Tabasco,6,Cunduacan,Cunduacan-Tabasco
27007,27,Tabasco,7,Emiliano Zapata,Emiliano Zapata-Tabasco
27008,27,Tabasco,8,Huimanguillo,Huimanguillo-Tabasco
27009,27,Tabasco,9,Jalapa,Jalapa-Tabasco
27010,27,Tabasco,10,Jalpa De Mendez,Jalpa De Mendez-Tabasco
27012,27,Tabasco,12,Macuspana,Macuspana-Tabasco
27013,27,Tabasco,13,Nacajuca,Nacajuca-Tabasco
27014,27,Tabasco,14,Paraiso,Paraiso-Tabasco
27015,27,Tabasco,15,Tacotalpa,Tacotalpa-Tabasco
27017,27,Tabasco,17,Tenosique,Tenosique-Tabasco
28002,28,Tamaulipas,2,Aldama,Aldama-Tamaulipas
28003,28,Tamaulipas,3,Altamira,Altamira-Tamaulipas
28005,28,Tamaulipas,5,Burgos,Burgos-Tamaulipas
28009,28,Tamaulipas,9,Ciudad Madero,Ciudad Madero-Tamaulipas
28011,28,Tamaulipas,11,Gomez Farias,Gomez Farias-Tamaulipas
28012,28,Tamaulipas,12,Gonzalez,Gonzalez-Tamaulipas
28013,28,Tamaulipas,13,Güemez,Güemez-Tamaulipas
28017,28,Tamaulipas,17,Jaumave,Jaumave-Tamaulipas
28021,28,Tamaulipas,21,El Mante,El Mante-Tamaulipas
28022,28,Tamaulipas,22,Matamoros,Matamoros-Tamaulipas
28025,28,Tamaulipas,25,Miguel Aleman,Miguel Aleman-Tamaulipas
28027,28,Tamaulipas,27,Nuevo Laredo,Nuevo Laredo-Tamaulipas
28032,28,Tamaulipas,32,Reynosa,Reynosa-Tamaulipas
28033,28,Tamaulipas,33,Rio Bravo,Rio Bravo-Tamaulipas
28037,28,Tamaulipas,37,Soto La Marina,Soto La Marina-Tamaulipas
28038,28,Tamaulipas,38,Tampico,Tampico-Tamaulipas
28039,28,Tamaulipas,39,Tula,Tula-Tamaulipas
28040,28,Tamaulipas,40,Valle Hermoso,Valle Hermoso-Tamaulipas
28041,28,Tamaulipas,41,Victoria,Victoria-Tamaulipas
29001,29,Tlaxcala,1,Amaxac De Guerrero,Amaxac De Guerrero-Tlaxcala
29002,29,Tlaxcala,2,Apetatitlan De Antonio Carvajal,Apetatitlan De Antonio Carvajal-Tlaxcala
29003,29,Tlaxcala,3,Atlangatepec,Atlangatepec-Tlaxcala
29004,29,Tlaxcala,4,Atltzayanca,Atltzayanca-Tlaxcala
29005,29,Tlaxcala,5,Apizaco,Apizaco-Tlaxcala
29006,29,Tlaxcala,6,Calpulalpan,Calpulalpan-Tlaxcala
29007,29,Tlaxcala,7,El Carmen Tequexquitla,El Carmen Tequexquitla-Tlaxcala
29008,29,Tlaxcala,8,Cuapiaxtla,Cuapiaxtla-Tlaxcala
29010,29,Tlaxcala,10,Chiautempan,Chiautempan-Tlaxcala
29011,29,Tlaxcala,11,Muñoz De Domingo Arenas,Muñoz De Domingo Arenas-Tlaxcala
29012,29,Tlaxcala,12,Españita,Españita-Tlaxcala
29013,29,Tlaxcala,13,Huamantla,Huamantla-Tlaxcala
29014,29,Tlaxcala,14,Hueyotlipan,Hueyotlipan-Tlaxcala
29015,29,Tlaxcala,15,Ixtacuixtla De Mariano Matamoros,Ixtacuixtla De Mariano Matamoros-Tlaxcala
29016,29,Tlaxcala,16,Ixtenco,Ixtenco-Tlaxcala
29017,29,Tlaxcala,17,Mazatecochco De Jose Maria Morelos,Mazatecochco De Jose Maria Morelos-Tlaxcala
29018,29,Tlaxcala,18,Contla De Juan Cuamatzi,Contla De Juan Cuamatzi-Tlaxcala
29019,29,Tlaxcala,19,Tepetitla De Lardizabal,Tepetitla De Lardizabal-Tlaxcala
29021,29,Tlaxcala,21,Nanacamilpa De Mariano Arista,Nanacamilpa De Mariano Arista-Tlaxcala
29022,29,Tlaxcala,22,Acuamanala De Miguel Hidalgo,Acuamanala De Miguel Hidalgo-Tlaxcala
29023,29,Tlaxcala,23,Nativitas,Nativitas-Tlaxcala
29024,29,Tlaxcala,24,Panotla,Panotla-Tlaxcala
29025,29,Tlaxcala,25,San Pablo Del Monte,San Pablo Del Monte-Tlaxcala
29026,29,Tlaxcala,26,Santa Cruz Tlaxcala,Santa Cruz Tlaxcala-Tlaxcala
29027,29,Tlaxcala,27,Tenancingo,Tenancingo-Tlaxcala
29028,29,Tlaxcala,28,Teolocholco,Teolocholco-Tlaxcala
29029,29,Tlaxcala,29,Tepeyanco,Tepeyanco-Tlaxcala
29031,29,Tlaxcala,31,Tetla De La Solidaridad,Tetla De La Solidaridad-Tlaxcala
29032,29,Tlaxcala,32,Tetlatlahuca,Tetlatlahuca-Tlaxcala
29033,29,Tlaxcala,33,Tlaxcala,Tlaxcala-Tlaxcala
29034,29,Tlaxcala,34,Tlaxco,Tlaxco-Tlaxcala
29035,29,Tlaxcala,35,Tocatlan,Tocatlan-Tlaxcala
29036,29,Tlaxcala,36,Totolac,Totolac-Tlaxcala
29037,29,Tlaxcala,37,Ziltlaltepec De Trinidad Sanchez Santos,Ziltlaltepec De Trinidad Sanchez Santos-Tlaxcala
29038,29,Tlaxcala,38,Tzompantepec,Tzompantepec-Tlaxcala
29039,29,Tlaxcala,39,Xaloztoc,Xaloztoc-Tlaxcala
29040,29,Tlaxcala,40,Xaltocan,Xaltocan-Tlaxcala
29041,29,Tlaxcala,41,Papalotla De Xicohtencatl,Papalotla De Xicohtencatl-Tlaxcala
29042,29,Tlaxcala,42,Xicohtzinco,Xicohtzinco-Tlaxcala
29043,29,Tlaxcala,43,Yauhquemehcan,Yauhquemehcan-Tlaxcala
29044,29,Tlaxcala,44,Zacatelco,Zacatelco-Tlaxcala
29046,29,Tlaxcala,46,Emiliano Zapata,Emiliano Zapata-Tlaxcala
29047,29,Tlaxcala,47,Lazaro Cardenas,Lazaro Cardenas-Tlaxcala
29048,29,Tlaxcala,48,La Magdalena Tlaltelulco,La Magdalena Tlaltelulco-Tlaxcala
29049,29,Tlaxcala,49,San Damian Texoloc,San Damian Texoloc-Tlaxcala
29050,29,Tlaxcala,50,San Francisco Tetlanohcan,San Francisco Tetlanohcan-Tlaxcala
29051,29,Tlaxcala,51,San Jeronimo Zacualpan,San Jeronimo Zacualpan-Tlaxcala
29052,29,Tlaxcala,52,San Jose Teacalco,San Jose Teacalco-Tlaxcala
29053,29,Tlaxcala,53,San Juan Huactzinco,San Juan Huactzinco-Tlaxcala
29054,29,Tlaxcala,54,San Lorenzo Axocomanitla,San Lorenzo Axocomanitla-Tlaxcala
29055,29,Tlaxcala,55,San Lucas Tecopilco,San Lucas Tecopilco-Tlaxcala
29056,29,Tlaxcala,56,Santa Ana Nopalucan,Santa Ana Nopalucan-Tlaxcala
29057,29,Tlaxcala,57,Santa Apolonia Teacalco,Santa Apolonia Teacalco-Tlaxcala
29059,29,Tlaxcala,59,Santa Cruz Quilehtla,Santa Cruz Quilehtla-Tlaxcala
29060,29,Tlaxcala,60,Santa Isabel Xiloxoxtla,Santa Isabel Xiloxoxtla-Tlaxcala
30001,30,Veracruz,1,Acajete,Acajete-Veracruz
30003,30,Veracruz,3,Acayucan,Acayucan-Veracruz
30007,30,Veracruz,7,Camaron De Tejeda,Camaron De Tejeda-Veracruz
30010,30,Veracruz,10,Altotonga,Altotonga-Veracruz
30011,30,Veracruz,11,Alvarado,Alvarado-Veracruz
30013,30,Veracruz,13,Naranjos Amatlan,Naranjos Amatlan-Veracruz
30014,30,Veracruz,14,Amatlan De Los Reyes,Amatlan De Los Reyes-Veracruz
30015,30,Veracruz,15,Angel R. Cabada,Angel R. Cabada-Veracruz
30019,30,Veracruz,19,Astacinga,Astacinga-Veracruz
30021,30,Veracruz,21,Atoyac,Atoyac-Veracruz
30024,30,Veracruz,24,Tlaltetela,Tlaltetela-Veracruz
30026,30,Veracruz,26,Banderilla,Banderilla-Veracruz
30028,30,Veracruz,28,Boca Del Rio,Boca Del Rio-Veracruz
30031,30,Veracruz,31,Carrillo Puerto,Carrillo Puerto-Veracruz
30032,30,Veracruz,32,Catemaco,Catemaco-Veracruz
30034,30,Veracruz,34,Cerro Azul,Cerro Azul-Veracruz
30038,30,Veracruz,38,Coatepec,Coatepec-Veracruz
30039,30,Veracruz,39,Coatzacoalcos,Coatzacoalcos-Veracruz
30040,30,Veracruz,40,Coatzintla,Coatzintla-Veracruz
30043,30,Veracruz,43,Comapa,Comapa-Veracruz
30044,30,Veracruz,44,Cordoba,Cordoba-Veracruz
30046,30,Veracruz,46,Cosautlan De Carvajal,Cosautlan De Carvajal-Veracruz
30047,30,Veracruz,47,Coscomatepec,Coscomatepec-Veracruz
30048,30,Veracruz,48,Cosoleacaque,Cosoleacaque-Veracruz
30052,30,Veracruz,52,Cuichapa,Cuichapa-Veracruz
30055,30,Veracruz,55,Chalma,Chalma-Veracruz
30058,30,Veracruz,58,Chicontepec,Chicontepec-Veracruz
30059,30,Veracruz,59,Chinameca,Chinameca-Veracruz
30060,30,Veracruz,60,Chinampa De Gorostiza,Chinampa De Gorostiza-Veracruz
30061,30,Veracruz,61,Las Choapas,Las Choapas-Veracruz
30062,30,Veracruz,62,Chocaman,Chocaman-Veracruz
30065,30,Veracruz,65,Emiliano Zapata,Emiliano Zapata-Veracruz
30068,30,Veracruz,68,Fortin,Fortin-Veracruz
30071,30,Veracruz,71,Huatusco,Huatusco-Veracruz
30073,30,Veracruz,73,Hueyapan De Ocampo,Hueyapan De Ocampo-Veracruz
30079,30,Veracruz,79,Ixhuacan De Los Reyes,Ixhuacan De Los Reyes-Veracruz
30080,30,Veracruz,80,Ixhuatlan Del Cafe,Ixhuatlan Del Cafe-Veracruz
30083,30,Veracruz,83,Ixhuatlan De Madero,Ixhuatlan De Madero-Veracruz
30085,30,Veracruz,85,Ixtaczoquitlan,Ixtaczoquitlan-Veracruz
30086,30,Veracruz,86,Jalacingo,Jalacingo-Veracruz
30087,30,Veracruz,87,Xalapa,Xalapa-Veracruz
30089,30,Veracruz,89,Jaltipan,Jaltipan-Veracruz
30092,30,Veracruz,92,Xico,Xico-Veracruz
30093,30,Veracruz,93,Jilotepec,Jilotepec-Veracruz
30094,30,Veracruz,94,Juan Rodriguez Clara,Juan Rodriguez Clara-Veracruz
30095,30,Veracruz,95,Juchique De Ferrer,Juchique De Ferrer-Veracruz
30099,30,Veracruz,99,Maltrata,Maltrata-Veracruz
30101,30,Veracruz,101,Mariano Escobedo,Mariano Escobedo-Veracruz
30105,30,Veracruz,105,Medellin De Bravo,Medellin De Bravo-Veracruz
30108,30,Veracruz,108,Minatitlan,Minatitlan-Veracruz
